1, Liam Smith, M, 28, USA, Boston, 02:23:45
2089, Kaelen Hughes, M, 1966, UK, Gosport, 00:30:20
2090, Raegan Patterson, F, 1942, Canada, Timmins, 00:49:25
2091, Kole Washington, M, 1968, Germany, Haren, 00:48:43
2092, Kenna Flores, F, 1944, France, Saint-Sebastien-sur-Loire, 01:07:49
2093, Karsen Simmons, M, 1970, Australia, Whyalla, 01:07:07
2094, Emery Butler, F, 1946, Spain, Castelldefels, 01:26:14
2095, Kaelen Gonzales, M, 1972, Italy, Guidonia, 01:25:32
2096, Maliyah Foster, F, 1948, USA, Newark, 01:44:40
2097, Kole Alexander, M, 1974, Mexico, Ciudad Valles, 01:43:58
2098, Miah Bryant, F, 1950, UK, Scunthorpe, 02:03:07
2099, Kason Griffin, M, 1976, Canada, Summerside, 02:02:25
2100, Kenzie Russell, F, 1952, Germany, Schwabisch Hall, 02:21:35
2101, Kaelen Diaz, M, 1978, France, Orvault, 02:20:53
2102, Lylah Hayes, F, 1954, Australia, Gladstone, 02:40:04
2103, Kole Ford, M, 1980, Spain, Silla, 02:39:22
2104, Alora Hamilton, F, 1956, Italy, Casarano, 02:58:34
2105, Karsen Graham, M, 1982, USA, Toledo, 02:57:52
2106, Briar Sullivan, F, 1958, Mexico, Tula, 03:17:05
2107, Kaelen Wallace, M, 1984, UK, Ellesmere Port, 03:16:23
2108, Mckenna Woods, F, 1960, Canada, Corner Brook, 03:35:37
2109, Kole Cole, M, 1986, Germany, Geesthacht, 03:34:55
2110, Emberlynn Murray, F, 1962, France, Vienne, 03:54:10
2111, Kason Freeman, M, 1988, Australia, Devonport, 03:53:28
2112, Nia Wells, F, 1964, Spain, Barbera, 04:12:44
2113, Kaelen Webb, M, 1990, Italy, Crotone, 04:12:02
2114, Jaylani Simpson, F, 1966, USA, Chula Vista, 04:31:19
2115, Kole Tucker, M, 1992, Mexico, Ciudad Obregon, 04:30:37
2116, Saylor Porter, F, 1968, UK, Rotherham, 04:49:55
2117, Karsen Hicks, M, 1994, Canada, Stratford, 04:49:13
2118, Ayleen Crawford, F, 1970, Germany, Beckum, 05:08:32
2119, Kaelen Henry, M, 1996, France, Mauguio, 05:07:50
2120, Milana Boyd, F, 1972, Australia, Burnie, 05:27:10
2121, Kole Mason, M, 1998, Spain, Olesa, 05:26:28
2122, Jaylee Morales, F, 1974, Italy, Pomezia, 05:45:49
2123, Kason Kennedy, M, 2000, USA, Lubbock, 05:45:07
2124, Amira Butler, F, 1976, Mexico, Tehuacan, 06:04:29
2125, Kaelen Bell, M, 2002, UK, Lowestoft, 06:03:47
2126, Alison Dixon, F, 1978, Canada, Yorkton, 06:23:10
2127, Kole Fisher, M, 2004, Germany, Lunen, 06:22:28
2128, Emelia Reyes, F, 1980, France, Mont-de-Marsan, 06:41:52
2129, Karsen Ellis, M, 2006, Australia, Warrnambool, 06:41:10
2130, Jayleen Edwards, F, 1982, Spain, Aranjuez, 07:00:35
2131, Kaelen Collins, M, 2008, Italy, Corigliano, 06:59:53
2132, Zariyah Richardson, F, 1984, USA, Bakersfield, 07:19:19
2133, Kole Stewart, M, 2010, Mexico, Ciudad Madero, 07:18:37
2134, Raegan Morris, F, 1986, UK, Rhyl, 07:38:04
2135, Kason Rogers, M, 2012, Canada, Drummondville, 07:37:22
2136, Maren Reed, F, 1988, Germany, Rendsburg, 07:56:50
2137, Kaelen Cook, M, 2014, France, Saint-Dizier, 07:56:08
2138, Aya Morgan, F, 1990, Australia, Mount Barker, 08:15:37
2139, Kole Bell, M, 2016, Spain, Siero, 08:14:55
2140, Brynlee Murphy, F, 1992, Italy, Cava de' Tirreni, 08:34:25
2141, Karsen Bailey, M, 2018, USA, Spokane, 08:33:43
2142, Ensley Rivera, F, 1994, Mexico, Teziutlan, 08:53:14
2143, Kaelen Cooper, M, 2020, UK, Macclesfield, 08:52:32
2144, Amira Cox, F, 1996, Canada, Moose Jaw, 09:12:04
2145, Kole Howard, M, 2022, Germany, Illertissen, 09:11:22
2146, Novah Ward, F, 1998, France, Vienne, 09:30:55
2147, Kason Torres, M, 2024, Australia, Burnie, 09:30:13
2148, Miah Peterson, F, 2000, Spain, San Fernando, 09:49:47
2149, Kaelen Gray, M, 2026, Italy, Afragola, 09:49:05
2150, Mckinley Ramirez, F, 2002, USA, Garland, 10:08:40
2151, Kole James, M, 2028, Mexico, Ciudad Guzman, 10:07:58
2152, Alisson Watson, F, 2004, UK, Gillingham, 10:27:34
2153, Karsen Brooks, M, 2030, Canada, Portage la Prairie, 10:26:52
2154, Emberlynn Kelly, F, 2006, Germany, Rottweil, 10:46:29
2155, Kaelen Sanders, M, 2032, France, Montelimar, 10:45:47
2156, Maren Price, F, 2008, Australia, Devonport, 11:05:25
2157, Kole Bennett, M, 2034, Spain, Torrent, 11:04:43
2158, Amirah Wood, F, 2010, Italy, Casarano, 11:24:22
2159, Kason Barnes, M, 2036, USA, Norfolk, 11:23:40
2160, Aya Ross, F, 2012, Mexico, Tula, 11:43:20
2161, Kaelen Henderson, M, 2038, UK, Bridgend, 11:42:38
2162, Jayla Coleman, F, 2014, Canada, New Glasgow, 12:02:19
2163, Kole Jenkins, M, 2040, Germany, Rheda-Wiedenbruck, 12:01:37
2164, Ayleen Jenkins, F, 2016, France, Mont-de-Marsan, 12:21:19
2165, Karsen Long, M, 2042, Australia, Karratha, 12:20:37
2166, Gracelynn Perry, F, 2018, Spain, Sant Just Desvern, 12:40:20
2167, Kaelen Hughes, M, 2044, Italy, Pomezia, 12:39:38
2168, Raegan Patterson, F, 2020, USA, Lubbock, 12:59:22
2169, Kole Washington, M, 2046, Mexico, Tehuacan, 12:58:40
2170, Kenna Flores, F, 2022, UK, Lowestoft, 13:18:25
2171, Karsen Simmons, M, 2048, Canada, Stratford, 13:17:43
2172, Emery Butler, F, 2024, Germany, Beckum, 13:37:29
2173, Kaelen Gonzales, M, 2050, France, Mauguio, 13:36:47
2174, Maliyah Foster, F, 2026, Australia, Shepparton, 13:56:34
2175, Kole Alexander, M, 2052, Spain, Arrecife, 13:55:52
2176, Miah Bryant, F, 2028, Italy, Lamezia Terme, 14:15:40
2177, Kason Griffin, M, 2054, USA, Riverside, 14:14:58
2178, Kenzie Russell, F, 2030, Mexico, Tepic, 14:34:47
2179, Kaelen Diaz, M, 2056, UK, Gosport, 14:34:05
2180, Lylah Hayes, F, 2032, Canada, Timmins, 14:53:55
2181, Kole Ford, M, 2058, Germany, Haren, 14:53:13
2182, Alora Hamilton, F, 2034, France, Saint-Sebastien-sur-Loire, 15:13:04
2183, Karsen Graham, M, 2060, Australia, Whyalla, 15:12:22
2184, Briar Sullivan, F, 2036, Spain, Castelldefels, 15:32:14
2185, Kaelen Wallace, M, 2062, Italy, Guidonia, 15:31:32
2186, Mckenna Woods, F, 2038, USA, Newark, 15:51:25
2187, Kole Cole, M, 2064, Mexico, Ciudad Valles, 15:50:43
2188, Emberlynn Murray, F, 2040, UK, Scunthorpe, 16:10:37
2189, Kason Freeman, M, 2066, Canada, Summerside, 16:09:55
2190, Nia Wells, F, 2042, Germany, Schwabisch Hall, 16:29:50
2191, Kaelen Webb, M, 2068, France, Orvault, 16:29:08
2192, Jaylani Simpson, F, 2044, Australia, Gladstone, 16:49:04
2193, Kole Tucker, M, 2070, Spain, Silla, 16:48:22
2194, Saylor Porter, F, 2046, Italy, Casarano, 17:08:19
2195, Karsen Hicks, M, 2072, USA, Toledo, 17:07:37
2196, Ayleen Crawford, F, 2048, Mexico, Tula, 17:27:35
2197, Kaelen Henry, M, 2074, UK, Ellesmere Port, 17:26:53
2198, Milana Boyd, F, 2050, Canada, Corner Brook, 17:46:52
2199, Kole Mason, M, 2076, Germany, Geesthacht, 17:46:10
2200, Jaylee Morales, F, 2052, France, Vienne, 18:06:10
2201, Kason Kennedy, M, 2078, Australia, Devonport, 18:05:28
2202, Amira Butler, F, 2054, Spain, Barbera, 18:25:29
2203, Kaelen Bell, M, 2080, Italy, Crotone, 18:24:47
2204, Alison Dixon, F, 2056, USA, Chula Vista, 18:44:49
2205, Kole Fisher, M, 2082, Mexico, Ciudad Obregon, 18:44:07
2206, Emelia Reyes, F, 2058, UK, Rotherham, 19:04:10
2207, Karsen Ellis, M, 2084, Canada, Stratford, 19:03:28
2208, Jayleen Edwards, F, 2060, Germany, Beckum, 19:23:32
2209, Kaelen Collins, M, 2086, France, Mauguio, 19:22:50
2210, Zariyah Richardson, F, 2062, Australia, Burnie, 19:42:55
2211, Kole Stewart, M, 2088, Spain, Olesa, 19:42:13
2212, Raegan Morris, F, 2064, Italy, Pomezia, 20:02:19
2213, Kason Rogers, M, 2090, USA, Lubbock, 20:01:37
2214, Maren Reed, F, 2066, Mexico, Tehuacan, 20:21:44
2215, Kaelen Cook, M, 2092, UK, Lowestoft, 20:21:02
2216, Aya Morgan, F, 2068, Canada, Yorkton, 20:41:10
2217, Kole Bell, M, 2094, Germany, Lunen, 20:40:28
2218, Brynlee Murphy, F, 2070, France, Mont-de-Marsan, 21:00:37
2219, Karsen Bailey, M, 2096, Australia, Warrnambool, 20:59:55
2220, Ensley Rivera, F, 2072, Spain, Aranjuez, 21:20:05
2221, Kaelen Cooper, M, 2098, Italy, Corigliano, 21:19:23
2222, Amira Cox, F, 2074, USA, Bakersfield, 21:39:34
2223, Kole Howard, M, 2100, Mexico, Ciudad Madero, 21:38:52
2224, Novah Ward, F, 2076, UK, Rhyl, 21:59:04
2225, Kason Torres, M, 2102, Canada, Drummondville, 21:58:22
2226, Miah Peterson, F, 2078, Germany, Rendsburg, 22:18:35
2227, Kaelen Gray, M, 2104, France, Saint-Dizier, 22:17:53
2228, Mckinley Ramirez, F, 2080, Australia, Mount Barker, 22:38:07
2229, Kole James, M, 2106, Spain, Siero, 22:37:25
2230, Alisson Watson, F, 2082, Italy, Cava de' Tirreni, 22:57:40
2231, Karsen Brooks, M, 2108, USA, Spokane, 22:56:58
2232, Emberlynn Kelly, F, 2084, Mexico, Teziutlan, 23:17:14
2233, Kaelen Sanders, M, 2110, UK, Macclesfield, 23:16:32
2234, Maren Price, F, 2086, Canada, Moose Jaw, 23:36:49
2235, Kole Bennett, M, 2112, Germany, Illertissen, 23:36:07
2236, Amirah Wood, F, 2088, France, Vienne, 23:56:25
2237, Kason Barnes, M, 2114, Australia, Burnie, 23:55:43
2238, Aya Ross, F, 2090, Spain, San Fernando, 00:16:02
2239, Kaelen Henderson, M, 2116, Italy, Afragola, 00:15:20
2240, Jayla Coleman, F, 2092, USA, Garland, 00:35:40
2241, Kole Jenkins, M, 2118, Mexico, Ciudad Guzman, 00:34:58
2242, Ayleen Jenkins, F, 2094, UK, Gillingham, 00:55:19
2243, Karsen Long, M, 2120, Canada, Portage la Prairie, 00:54:37
2244, Gracelynn Perry, F, 2096, Germany, Rottweil, 01:14:59
2245, Kaelen Hughes, M, 2122, France, Montelimar, 01:14:17
2246, Raegan Patterson, F, 2098, Australia, Devonport, 01:34:40
2247, Kole Washington, M, 2124, Spain, Torrent, 01:33:58
2248, Kenna Flores, F, 2100, Italy, Casarano, 01:54:22
2249, Karsen Simmons, M, 2126, USA, Norfolk, 01:53:40
2250, Emery Butler, F, 2102, Mexico, Tula, 02:14:05
2251, Kaelen Gonzales, M, 2128, UK, Bridgend, 02:13:23
2252, Maliyah Foster, F, 2104, Canada, New Glasgow, 02:33:49
2253, Kole Alexander, M, 2130, Germany, Rheda-Wiedenbruck, 02:33:07
2254, Miah Bryant, F, 2106, France, Mont-de-Marsan, 02:53:34
2255, Kason Griffin, M, 2132, Australia, Karratha, 02:52:52
2256, Kenzie Russell, F, 2108, Spain, Sant Just Desvern, 03:13:20
2257, Kaelen Diaz, M, 2134, Italy, Pomezia, 03:12:38
2258, Lylah Hayes, F, 2110, USA, Lubbock, 03:33:07
2259, Kole Ford, M, 2136, Mexico, Tehuacan, 03:32:25
2260, Alora Hamilton, F, 2112, UK, Lowestoft, 03:52:55
2261, Karsen Graham, M, 2138, Canada, Stratford, 03:52:13
2262, Briar Sullivan, F, 2114, Germany, Beckum, 04:12:44
2263, Kaelen Wallace, M, 2140, France, Mauguio, 04:12:02
2264, Mckenna Woods, F, 2116, Australia, Shepparton, 04:32:34
2265, Kole Cole, M, 2142, Spain, Arrecife, 04:31:52
2266, Emberlynn Murray, F, 2118, Italy, Lamezia Terme, 04:52:25
2267, Kason Freeman, M, 2144, USA, Riverside, 04:51:43
2268, Nia Wells, F, 2120, Mexico, Tepic, 05:12:17
2269, Kaelen Webb, M, 2146, UK, Gosport, 05:11:35
2270, Jaylani Simpson, F, 2122, Canada, Timmins, 05:32:10
2271, Kole Tucker, M, 2148, Germany, Haren, 05:31:28
2272, Saylor Porter, F, 2124, France, Saint-Sebastien-sur-Loire, 05:52:04
2273, Karsen Hicks, M, 2150, Australia, Whyalla, 05:51:22
2274, Ayleen Crawford, F, 2126, Spain, Castelldefels, 06:11:59
2275, Kaelen Henry, M, 2152, Italy, Guidonia, 06:11:17
2276, Milana Boyd, F, 2128, USA, Newark, 06:31:55
2277, Kole Mason, M, 2154, Mexico, Ciudad Valles, 06:31:13
2278, Jaylee Morales, F, 2130, UK, Scunthorpe, 06:51:52
2279, Kason Kennedy, M, 2156, Canada, Summerside, 06:51:10
2280, Amira Butler, F, 2132, Germany, Schwabisch Hall, 07:11:50
2281, Kaelen Bell, M, 2158, France, Orvault, 07:11:08
2282, Alison Dixon, F, 2134, Australia, Gladstone, 07:31:49
2283, Kole Fisher, M, 2160, Spain, Silla, 07:31:07
2284, Emelia Reyes, F, 2136, Italy, Casarano, 07:51:49
2285, Karsen Ellis, M, 2162, USA, Toledo, 07:51:07
2286, Jayleen Edwards, F, 2138, Mexico, Tula, 08:11:50
2287, Kaelen Collins, M, 2164, UK, Ellesmere Port, 08:11:08
2288, Zariyah Richardson, F, 2140, Canada, Corner Brook, 08:31:52
2289, Kole Stewart, M, 2166, Germany, Geesthacht, 08:31:10
2290, Raegan Morris, F, 2142, France, Vienne, 08:51:55
2291, Kason Rogers, M, 2168, Australia, Devonport, 08:51:13
2292, Maren Reed, F, 2144, Spain, Barbera, 09:11:59
2293, Kaelen Cook, M, 2170, Italy, Crotone, 09:11:17
2294, Aya Morgan, F, 2146, USA, Chula Vista, 09:32:04
2295, Kole Bell, M, 2172, Mexico, Ciudad Obregon, 09:31:22
2296, Brynlee Murphy, F, 2148, UK, Rotherham, 09:52:10
2297, Karsen Bailey, M, 2174, Canada, Stratford, 09:51:28
2298, Ensley Rivera, F, 2150, Germany, Beckum, 10:12:17
2299, Kaelen Cooper, M, 2176, France, Mauguio, 10:11:35
2300, Amira Cox, F, 2152, Australia, Burnie, 10:32:25
2301, Kole Howard, M, 2178, Spain, Olesa, 10:31:43
2302, Novah Ward, F, 2154, Italy, Pomezia, 10:52:34
2303, Kason Torres, M, 2180, USA, Lubbock, 10:51:52
2304, Miah Peterson, F, 2156, Mexico, Tehuacan, 11:12:44
2305, Kaelen Gray, M, 2182, UK, Lowestoft, 11:12:02
2306, Mckinley Ramirez, F, 2158, Canada, Yorkton, 11:32:55
2307, Kole James, M, 2184, Germany, Lunen, 11:32:13
2308, Alisson Watson, F, 2160, France, Mont-de-Marsan, 11:53:07
2309, Karsen Brooks, M, 2186, Australia, Warrnambool, 11:52:25
2310, Emberlynn Kelly, F, 2162, Spain, Aranjuez, 12:13:20
2311, Kaelen Sanders, M, 2188, Italy, Corigliano, 12:12:38
2312, Maren Price, F, 2164, USA, Bakersfield, 12:33:34
2313, Kole Bennett, M, 2190, Mexico, Ciudad Madero, 12:32:52
2314, Amirah Wood, F, 2166, UK, Rhyl, 12:53:49
2315, Kason Barnes, M, 2192, Canada, Drummondville, 12:53:07
2316, Aya Ross, F, 2168, Germany, Rendsburg, 13:14:05
2317, Kaelen Henderson, M, 2194, France, Saint-Dizier, 13:13:23
2318, Jayla Coleman, F, 2170, Australia, Mount Barker, 13:34:22
2319, Kole Jenkins, M, 2196, Spain, Siero, 13:33:40
2320, Ayleen Jenkins, F, 2172, Italy, Cava de' Tirreni, 13:54:40
2321, Karsen Long, M, 2198, USA, Spokane, 13:53:58
2322, Gracelynn Perry, F, 2174, Mexico, Teziutlan, 14:14:59
2323, Kaelen Hughes, M, 2200, UK, Macclesfield, 14:14:17
2324, Raegan Patterson, F, 2176, Canada, Moose Jaw, 14:35:19
2325, Kole Washington, M, 2202, Germany, Illertissen, 14:34:37
2326, Kenna Flores, F, 2178, France, Vienne, 14:55:40
2327, Karsen Simmons, M, 2204, Australia, Burnie, 14:54:58
2328, Emery Butler, F, 2180, Spain, San Fernando, 15:16:02
2329, Kaelen Gonzales, M, 2206, Italy, Afragola, 15:15:20
2330, Maliyah Foster, F, 2182, USA, Garland, 15:36:25
2331, Kole Alexander, M, 2208, Mexico, Ciudad Guzman, 15:35:43
2332, Miah Bryant, F, 2184, UK, Gillingham, 15:56:49
2333, Kason Griffin, M, 2210, Canada, Portage la Prairie, 15:56:07
2334, Kenzie Russell, F, 2186, Germany, Rottweil, 16:17:14
2335, Kaelen Diaz, M, 2212, France, Montelimar, 16:16:32
2336, Lylah Hayes, F, 2188, Australia, Devonport, 16:37:40
2337, Kole Ford, M, 2214, Spain, Torrent, 16:36:58
2338, Alora Hamilton, F, 2190, Italy, Casarano, 16:58:07
2339, Karsen Graham, M, 2216, USA, Norfolk, 16:57:25
2340, Briar Sullivan, F, 2192, Mexico, Tula, 17:18:35
2341, Kaelen Wallace, M, 2218, UK, Bridgend, 17:17:53
2342, Mckenna Woods, F, 2194, Canada, New Glasgow, 17:39:04
2343, Kole Cole, M, 2220, Germany, Rheda-Wiedenbruck, 17:38:22
2344, Emberlynn Murray, F, 2196, France, Mont-de-Marsan, 17:59:34
2345, Kason Freeman, M, 2222, Australia, Karratha, 17:58:52
2346, Nia Wells, F, 2198, Spain, Sant Just Desvern, 18:20:05
2347, Kaelen Webb, M, 2224, Italy, Pomezia, 18:19:23
2348, Jaylani Simpson, F, 2200, USA, Lubbock, 18:40:37
2349, Kole Tucker, M, 2226, Mexico, Tehuacan, 18:39:55
2350, Saylor Porter, F, 2202, UK, Lowestoft, 19:01:10
2351, Karsen Hicks, M, 2228, Canada, Stratford, 19:00:28
2352, Ayleen Crawford, F, 2204, Germany, Beckum, 19:21:44
2353, Kaelen Henry, M, 2230, France, Mauguio, 19:21:02
2354, Milana Boyd, F, 2206, Australia, Shepparton, 19:42:19
2355, Kole Mason, M, 2232, Spain, Arrecife, 19:41:37
2356, Jaylee Morales, F, 2208, Italy, Lamezia Terme, 20:02:55
2357, Kason Kennedy, M, 2234, USA, Riverside, 20:02:13
2358, Amira Butler, F, 2210, Mexico, Tepic, 20:23:32
2359, Kaelen Bell, M, 2236, UK, Gosport, 20:22:50
2360, Alison Dixon, F, 2212, Canada, Timmins, 20:44:10
2361, Kole Fisher, M, 2238, Germany, Haren, 20:43:28
2362, Emelia Reyes, F, 2214, France, Saint-Sebastien-sur-Loire, 21:04:49
2363, Karsen Ellis, M, 2240, Australia, Whyalla, 21:04:07
2364, Jayleen Edwards, F, 2216, Spain, Castelldefels, 21:25:29
2365, Kaelen Collins, M, 2242, Italy, Guidonia, 21:24:47
2366, Zariyah Richardson, F, 2218, USA, Newark, 21:46:10
2367, Kole Stewart, M, 2244, Mexico, Ciudad Valles, 21:45:28
2368, Raegan Morris, F, 2220, UK, Scunthorpe, 22:06:52
2369, Kason Rogers, M, 2246, Canada, Summerside, 22:06:10
2370, Maren Reed, F, 2222, Germany, Schwabisch Hall, 22:27:35
2371, Kaelen Cook, M, 2248, France, Orvault, 22:26:53
2372, Aya Morgan, F, 2224, Australia, Gladstone, 22:48:19
2373, Kole Bell, M, 2250, Spain, Silla, 22:47:37
2374, Brynlee Murphy, F, 2226, Italy, Casarano, 23:09:04
2375, Karsen Bailey, M, 2252, USA, Toledo, 23:08:22
2376, Ensley Rivera, F, 2228, Mexico, Tula, 23:29:50
2377, Kaelen Cooper, M, 2254, UK, Ellesmere Port, 23:29:08
2378, Amira Cox, F, 2230, Canada, Corner Brook, 23:50:37
2379, Kole Howard, M, 2256, Germany, Geesthacht, 23:49:55
2380, Novah Ward, F, 2232, France, Vienne, 00:11:25
2381, Kason Torres, M, 2258, Australia, Devonport, 00:10:43
2382, Miah Peterson, F, 2234, Spain, Barbera, 00:32:14
2383, Kaelen Gray, M, 2260, Italy, Crotone, 00:31:32
2384, Mckinley Ramirez, F, 2236, USA, Chula Vista, 00:53:04
2385, Kole James, M, 2262, Mexico, Ciudad Obregon, 00:52:22
2386, Alisson Watson, F, 2238, UK, Rotherham, 01:13:55
2387, Karsen Brooks, M, 2264, Canada, Stratford, 01:13:13
2388, Emberlynn Kelly, F, 2240, Germany, Beckum, 01:34:47
2389, Kaelen Sanders, M, 2266, France, Mauguio, 01:34:05
2390, Maren Price, F, 2242, Australia, Burnie, 01:55:40
2391, Kole Bennett, M, 2268, Spain, Olesa, 01:54:58
2392, Amirah Wood, F, 2244, Italy, Pomezia, 02:16:34
2393, Kason Barnes, M, 2270, USA, Lubbock, 02:15:52
2394, Aya Ross, F, 2246, Mexico, Tehuacan, 02:37:29
2395, Kaelen Henderson, M, 2272, UK, Lowestoft, 02:36:47
2396, Jayla Coleman, F, 2248, Canada, Yorkton, 02:58:25
2397, Kole Jenkins, M, 2274, Germany, Lunen, 02:57:43
2398, Ayleen Jenkins, F, 2250, France, Mont-de-Marsan, 03:19:22
2399, Karsen Long, M, 2276, Australia, Warrnambool, 03:18:40
2400, Gracelynn Perry, F, 2252, Spain, Aranjuez, 03:40:20
2401, Kaelen Hughes, M, 2278, Italy, Corigliano, 03:39:38
2402, Raegan Patterson, F, 2254, USA, Bakersfield, 04:01:19
2403, Kole Washington, M, 2280, Mexico, Ciudad Madero, 04:00:37
2404, Kenna Flores, F, 2256, UK, Rhyl, 04:22:19
2405, Karsen Simmons, M, 2282, Canada, Drummondville, 04:21:37
2406, Emery Butler, F, 2258, Germany, Rendsburg, 04:43:20
2407, Kaelen Gonzales, M, 2284, France, Saint-Dizier, 04:42:38
2408, Maliyah Foster, F, 2260, Australia, Mount Barker, 05:04:22
2409, Kole Alexander, M, 2286, Spain, Siero, 05:03:40
2410, Miah Bryant, F, 2262, Italy, Cava de' Tirreni, 05:25:25
2411, Kason Griffin, M, 2288, USA, Spokane, 05:24:43
2412, Kenzie Russell, F, 2264, Mexico, Teziutlan, 05:46:29
2413, Kaelen Diaz, M, 2290, UK, Macclesfield, 05:45:47
2414, Lylah Hayes, F, 2266, Canada, Moose Jaw, 06:07:34
2415, Kole Ford, M, 2292, Germany, Illertissen, 06:06:52
2416, Alora Hamilton, F, 2268, France, Vienne, 06:28:40
2417, Karsen Graham, M, 2294, Australia, Burnie, 06:27:58
2418, Briar Sullivan, F, 2270, Spain, San Fernando, 06:49:47
2419, Kaelen Wallace, M, 2296, Italy, Afragola, 06:49:05
2420, Mckenna Woods, F, 2272, USA, Garland, 07:10:55
2421, Kole Cole, M, 2298, Mexico, Ciudad Guzman, 07:10:13
2422, Emberlynn Murray, F, 2274, UK, Gillingham, 07:32:04
2423, Kason Freeman, M, 2300, Canada, Portage la Prairie, 07:31:22
2424, Nia Wells, F, 2276, Germany, Rottweil, 07:53:14
2425, Kaelen Webb, M, 2302, France, Montelimar, 07:52:32
2426, Jaylani Simpson, F, 2278, Australia, Devonport, 08:14:25
2427, Kole Tucker, M, 2304, Spain, Torrent, 08:13:43
2428, Saylor Porter, F, 2280, Italy, Casarano, 08:35:37
2429, Karsen Hicks, M, 2306, USA, Norfolk, 08:34:55
2430, Ayleen Crawford, F, 2282, Mexico, Tula, 08:56:50
2431, Kaelen Henry, M, 2308, UK, Bridgend, 08:56:08
2432, Milana Boyd, F, 2284, Canada, New Glasgow, 09:18:04
2433, Kole Mason, M, 2310, Germany, Rheda-Wiedenbruck, 09:17:22
2434, Jaylee Morales, F, 2286, France, Mont-de-Marsan, 09:39:19
2435, Kason Kennedy, M, 2312, Australia, Karratha, 09:38:37
2436, Amira Butler, F, 2288, Spain, Sant Just Desvern, 10:00:35
2437, Kaelen Bell, M, 2314, Italy, Pomezia, 09:59:53
2438, Alison Dixon, F, 2290, USA, Lubbock, 10:21:52
2439, Kole Fisher, M, 2316, Mexico, Tehuacan, 10:21:10
2440, Emelia Reyes, F, 2292, UK, Lowestoft, 10:43:10
2441, Karsen Ellis, M, 2318, Canada, Stratford, 10:42:28
2442, Jayleen Edwards, F, 2294, Germany, Beckum, 11:04:29
2443, Kaelen Collins, M, 2320, France, Mauguio, 11:03:47
2444, Zariyah Richardson, F, 2296, Australia, Shepparton, 11:25:49
2445, Kole Stewart, M, 2322, Spain, Arrecife, 11:25:07
2446, Raegan Morris, F, 2298, Italy, Lamezia Terme, 11:47:10
2447, Kason Rogers, M, 2324, USA, Riverside, 11:46:28
2448, Maren Reed, F, 2300, Mexico, Tepic, 12:08:32
2449, Kaelen Cook, M, 2326, UK, Gosport, 12:07:50
2450, Aya Morgan, F, 2302, Canada, Timmins, 12:29:55
2451, Kole Bell, M, 2328, Germany, Haren, 12:29:13
2452, Brynlee Murphy, F, 2304, France, Saint-Sebastien-sur-Loire, 12:51:19
2453, Karsen Bailey, M, 2330, Australia, Whyalla, 12:50:37
2454, Ensley Rivera, F, 2306, Spain, Castelldefels, 13:12:44
2455, Kaelen Cooper, M, 2332, Italy, Guidonia, 13:12:02
2456, Amira Cox, F, 2308, USA, Newark, 13:34:10
2457, Kole Howard, M, 2334, Mexico, Ciudad Valles, 13:33:28
2458, Novah Ward, F, 2310, UK, Scunthorpe, 13:55:37
2459, Kason Torres, M, 2336, Canada, Summerside, 13:54:55
2460, Miah Peterson, F, 2312, Germany, Schwabisch Hall, 14:17:05
2461, Kaelen Gray, M, 2338, France, Orvault, 14:16:23
2462, Mckinley Ramirez, F, 2314, Australia, Gladstone, 14:38:34
2463, Kole James, M, 2340, Spain, Silla, 14:37:52
2464, Alisson Watson, F, 2316, Italy, Casarano, 15:00:04
2465, Karsen Brooks, M, 2342, USA, Toledo, 14:59:22
2466, Emberlynn Kelly, F, 2318, Mexico, Tula, 15:21:35
2467, Kaelen Sanders, M, 2344, UK, Ellesmere Port, 15:20:53
2468, Maren Price, F, 2320, Canada, Corner Brook, 15:43:07
2469, Kole Bennett, M, 2346, Germany, Geesthacht, 15:42:25
2470, Amirah Wood, F, 2322, France, Vienne, 16:04:40
2471, Kason Barnes, M, 2348, Australia, Devonport, 16:03:58
2472, Aya Ross, F, 2324, Spain, Barbera, 16:26:14
2473, Kaelen Henderson, M, 2350, Italy, Crotone, 16:25:32
2474, Jayla Coleman, F, 2326, USA, Chula Vista, 16:47:49
2475, Kole Jenkins, M, 2352, Mexico, Ciudad Obregon, 16:47:07
2476, Ayleen Jenkins, F, 2328, UK, Rotherham, 17:09:25
2477, Karsen Long, M, 2354, Canada, Stratford, 17:08:43
2478, Gracelynn Perry, F, 2330, Germany, Beckum, 17:31:02
2479, Kaelen Hughes, M, 2356, France, Mauguio, 17:30:20
2480, Raegan Patterson, F, 2332, Australia, Burnie, 17:52:40
2481, Kole Washington, M, 2358, Spain, Olesa, 17:51:58
2482, Kenna Flores, F, 2334, Italy, Pomezia, 18:14:19
2483, Karsen Simmons, M, 2360, USA, Lubbock, 18:13:37
2484, Emery Butler, F, 2336, Mexico, Tehuacan, 18:35:59
2485, Kaelen Gonzales, M, 2362, UK, Lowestoft, 18:35:17
2486, Maliyah Foster, F, 2338, Canada, Yorkton, 18:57:40
2487, Kole Alexander, M, 2364, Germany, Lunen, 18:56:58
2488, Miah Bryant, F, 2340, France, Mont-de-Marsan, 19:19:22
2489, Kason Griffin, M, 2366, Australia, Warrnambool, 19:18:40
2490, Kenzie Russell, F, 2342, Spain, Aranjuez, 19:41:05
